 ,Label,Area,Mean,IntDen,RawIntDen
1,TCFLef:back1a,41.738,13.806,576.249,11183
2,TCFLef:back1b,13.604,14.386,195.707,3798
3,TCFLef:back1c,52.405,14.031,735.319,14270
4,TCFLef:Cntl,3083.908,812.791,2506573.687,48643942
5,TCFLef:Expt,3336.400,491.370,1639407.760,31815245
6,pCIG:back2a,41.738,25.760,1075.204,20866
7,pCIG:back2b,13.604,25.360,344.987,6695
8,pCIG:back2c,52.405,25.610,1342.073,26045
9,pCIG:Cntl,3083.908,324.071,999406.552,19395031
10,pCIG:Expt,3336.400,252.266,841661.546,16333745
