 ,Label,Area,Mean,IntDen,RawIntDen
1,TCFLef:back1a,29.526,14.880,439.336,8526
2,TCFLef:back1b,42.821,14.948,640.093,12422
3,TCFLef:back1c,35.555,14.700,522.659,10143
4,TCFLef:Cntl,4693.519,148.870,698723.398,13559809
5,TCFLef:Expt,6839.547,110.068,752817.254,14609584
6,pCIG:back2a,29.526,28.190,832.348,16153
7,pCIG:back2b,42.821,27.600,1181.869,22936
8,pCIG:back2c,35.555,28.187,1002.188,19449
9,pCIG:Cntl,4693.519,209.177,981774.668,19052857
10,pCIG:Expt,6839.547,165.642,1132915.151,21985972
