 ,Label,Area,Mean,IntDen,RawIntDen
1,TCFLef:back1a,56.270,14.017,788.754,15307
2,TCFLef:back1b,39.420,13.932,549.196,10658
3,TCFLef:back1c,34.782,13.862,482.157,9357
4,TCFLef:Cntl,2922.931,389.476,1138411.956,22092646
5,TCFLef:Expt,4045.078,165.419,669132.767,12985557
6,pCIG:back2a,56.270,26.243,1476.667,28657
7,pCIG:back2b,39.420,26.522,1045.472,20289
8,pCIG:back2c,34.782,26.770,931.129,18070
9,pCIG:Cntl,2922.931,235.286,687725.357,13346375
10,pCIG:Expt,4045.078,196.021,792918.461,15387810
