 ,Label,Area,Mean,IntDen,RawIntDen
1,TCFLef:back1a,50.241,14.334,720.169,13976
2,TCFLef:back1b,46.840,14.143,662.457,12856
3,TCFLef:back1c,36.328,14.096,512.095,9938
4,TCFLef:Cntl,6666.101,123.361,822335.492,15958693
5,TCFLef:Expt,7322.013,103.656,758971.672,14729020
6,pCIG:back2a,50.241,26.878,1350.369,26206
7,pCIG:back2b,46.840,27.232,1275.549,24754
8,pCIG:back2c,36.328,27.047,982.555,19068
9,pCIG:Cntl,6666.101,154.087,1027161.257,19933654
10,pCIG:Expt,7322.013,153.527,1124126.520,21815415
