 ,Label,Area,Mean,IntDen,RawIntDen
1,TCFLef:back1a,73.480,14.734,1082.676,21011
2,TCFLef:back1b,32.618,14.624,477.004,9257
3,TCFLef:back1c,42.511,14.715,625.562,12140
4,TCFLef:Cntl,2919.066,187.387,546994.145,10615268
5,TCFLef:Expt,4412.531,116.435,513775.254,9970604
6,pCIG:back2a,73.480,27.847,2046.217,39710
7,pCIG:back2b,32.618,27.553,898.717,17441
8,pCIG:back2c,42.511,27.818,1182.591,22950
9,pCIG:Cntl,2919.066,201.178,587252.567,11396545
10,pCIG:Expt,4412.531,103.294,455786.063,8845234
