 ,Label,Area,Mean,IntDen,RawIntDen
1,TCFLef:back1a,34.937,13.963,487.825,9467
2,TCFLef:back1b,37.565,13.726,515.599,10006
3,TCFLef:back1c,42.202,13.664,576.661,11191
4,TCFLef:Cntl,7227.200,130.882,945909.299,18356834
5,TCFLef:Expt,7117.289,126.978,903740.336,17538480
6,pCIG:back2a,34.937,27.063,945.506,18349
7,pCIG:back2b,37.565,26.597,999.096,19389
8,pCIG:back2c,42.202,26.916,1135.905,22044
9,pCIG:Cntl,7227.200,156.637,1132045.187,21969089
10,pCIG:Expt,7117.289,213.474,1519355.135,29485438
